257, 23, 1250
258, 18, 1258
259, 23, 1261
260, 21, 1265
261, 24, 1272
262, 24, 1278
263, 21, 1283
264, 26, 1288
265, 23, 1288
266, 24, 1294
267, 19, 1300
268, 18, 1303
269, 20, 1304
270, 20, 1310
271, 25, 1316
272, 23, 1322
273, 22, 1329
274, 23, 1332
275, 22, 1337
276, 24, 1341
277, 27, 1342
278, 23, 1350
279, 25, 1358
280, 24, 1360
281, 21, 1366
282, 19, 1370
283, 18, 1379
284, 18, 1387
285, 21, 1391
286, 19, 1395
287, 21, 1399
288, 18, 1402
289, 20, 1406
290, 18, 1412
291, 22, 1417
292, 25, 1419
293, 26, 1427
294, 23, 1432
295, 19, 1442
296, 20, 1447
297, 21, 1454
298, 15, 1461
299, 22, 1469
300, 21, 1472
301, 16, 1474
302, 29, 1478
303, 21, 1483
304, 20, 1492
305, 22, 1494
306, 13, 1499
307, 24, 1502
308, 19, 1507
309, 18, 1515
310, 23, 1520
311, 21, 1528
312, 20, 1533
313, 19, 1543
314, 27, 1549
315, 22, 1556
316, 28, 1560
317, 25, 1565
318, 19, 1569
319, 19, 1574
320, 19, 1580
321, 19, 1584
322, 13, 1586
323, 18, 1592
324, 18, 1597
325, 26, 1599
326, 16, 1604
327, 27, 1609
328, 18, 1616
329, 22, 1620
330, 18, 1627
331, 23, 1630
332, 19, 1634
333, 19, 1642
334, 14, 1649
335, 23, 1658
336, 19, 1665
337, 18, 1671
338, 20, 1674
339, 15, 1675
340, 19, 1680
341, 19, 1684
342, 21, 1687
343, 23, 1695
344, 17, 1701
345, 17, 1708
346, 17, 1710
347, 20, 1721
348, 17, 1726
349, 20, 1729
350, 23, 1737
351, 22, 1743
352, 18, 1751
353, 22, 1757
354, 22, 1765
355, 18, 1768
356, 20, 1769
357, 22, 1770
358, 21, 1778
359, 22, 1781
360, 27, 1785
361, 20, 1788
362, 16, 1795
363, 17, 1803
364, 19, 1806
365, 25, 1809
366, 14, 1812
367, 18, 1820
368, 20, 1823
369, 20, 1826
370, 19, 1834
371, 18, 1842
372, 16, 1845
373, 17, 1847
374, 17, 1851
375, 17, 1856
376, 14, 1863
377, 28, 1867
378, 16, 1871
379, 20, 1872
380, 22, 1876
381, 17, 1878
382, 23, 1884
383, 21, 1890
384, 23, 1892
385, 19, 1894
386, 17, 1900
387, 19, 1903
388, 24, 1908
389, 17, 1912
390, 19, 1917
391, 20, 1926
392, 20, 1926
393, 18, 1931
394, 25, 1936
395, 16, 1938
396, 21, 1945
397, 18, 1950
398, 24, 1954
399, 17, 1962
400, 23, 1964
401, 16, 1969
402, 21, 1975
403, 16, 1976
404, 19, 1983
405, 25, 1986
406, 21, 1992
407, 19, 1998
408, 19, 2005
409, 22, 2011
410, 22, 2014
411, 23, 2017
412, 19, 2022
413, 21, 2027
414, 16, 2032
415, 10, 2036
416, 25, 2040
417, 17, 2041
418, 14, 2047
419, 20, 2051
420, 20, 2056
421, 26, 2062
422, 22, 2066
423, 17, 2074
424, 22, 2078
425, 15, 2081
426, 30, 2084
427, 20, 2088
428, 27, 2091
429, 19, 2094
430, 18, 2096
431, 26, 2101
432, 22, 2110
433, 20, 2112
434, 24, 2117
435, 21, 2123
436, 20, 2128
437, 20, 2134
438, 17, 2139
439, 16, 2144
440, 20, 2154
441, 22, 2162
442, 22, 2167
443, 20, 2171
444, 21, 2176
445, 22, 2181
446, 20, 2188
447, 24, 2191
448, 17, 2201
449, 20, 2204
450, 16, 2208
451, 20, 2212
452, 20, 2220
453, 19, 2226
454, 25, 2231
455, 21, 2236
456, 19, 2243
457, 19, 2249
458, 17, 2253
459, 21, 2261
460, 16, 2266
461, 22, 2275
462, 18, 2280
463, 23, 2286
464, 18, 2291
465, 18, 2299
466, 23, 2306
467, 23, 2310
468, 19, 2317
469, 18, 2322
470, 21, 2334
471, 19, 2337
472, 25, 2342
473, 16, 2345
474, 17, 2348
475, 26, 2353
476, 18, 2356
477, 20, 2361
478, 23, 2365
479, 18, 2372
480, 18, 2373
481, 23, 2377
482, 20, 2384
483, 22, 2389
484, 20, 2393
485, 12, 2398
486, 18, 2403
487, 21, 2408
488, 19, 2413
489, 16, 2422
490, 23, 2425
491, 20, 2431
492, 20, 2437
493, 21, 2442
494, 21, 2448
495, 22, 2453
496, 16, 2460
497, 19, 2465
498, 22, 2467
499, 16, 2474
500, 19, 2481
501, 25, 2486
502, 19, 2491
503, 16, 2496
504, 23, 2499
505, 21, 2506
506, 17, 2510
507, 24, 2515
508, 19, 2522
509, 16, 2526
510, 19, 2537
511, 20, 2548
512, 19, 2553
513, 21, 2559
514, 18, 2564
515, 21, 2567
516, 20, 2575
517, 22, 2582
518, 25, 2587
519, 22, 2593
520, 25, 2597
521, 18, 2599
522, 21, 2601
523, 21, 2603
524, 18, 2609
525, 20, 2613
526, 20, 2616
527, 19, 2619
528, 22, 2628
529, 22, 2636
530, 20, 2646
531, 15, 2650
532, 25, 2654
533, 19, 2657
534, 18, 2665
535, 22, 2671
536, 19, 2673
537, 23, 2681
538, 26, 2682
539, 15, 2688
540, 23, 2691
541, 18, 2694
542, 17, 2701
543, 20, 2705
544, 19, 2710
545, 27, 2712
546, 24, 2715
547, 17, 2719
548, 19, 2726
549, 16, 2727
550, 18, 2733
551, 20, 2742
552, 19, 2752
553, 24, 2754
554, 16, 2756
555, 18, 2758
556, 19, 2763
557, 15, 2769
558, 20, 2770
559, 21, 2774
560, 25, 2780
561, 19, 2785
562, 22, 2792
563, 20, 2796
564, 21, 2801
565, 24, 2810
566, 25, 2815
567, 21, 2821
568, 18, 2827
569, 20, 2829
570, 20, 2835
571, 22, 2840
572, 24, 2843
573, 23, 2847
574, 15, 2850
575, 19, 2853
576, 19, 2859
577, 22, 2861
578, 19, 2864
579, 24, 2867
580, 21, 2874
581, 22, 2876
582, 23, 2881
583, 18, 2884
584, 22, 2892
585, 25, 2897
586, 29, 2905
587, 22, 2910
588, 16, 2914
589, 26, 2920
590, 22, 2925
591, 21, 2930
592, 26, 2935
593, 26, 2936
594, 25, 2941
595, 24, 2954
596, 23, 2957
597, 19, 2962
598, 19, 2964
599, 16, 2973
600, 22, 2976
601, 23, 2984
602, 19, 2990
603, 20, 2993
604, 21, 2996
605, 16, 2999
606, 17, 3003
607, 20, 3009
608, 22, 3017
609, 20, 3018
610, 13, 3024
611, 22, 3028
612, 21, 3030
613, 18, 3036
614, 22, 3040
615, 28, 3046
616, 22, 3050
617, 18, 3054
618, 25, 3060
619, 19, 3061
620, 24, 3067
621, 25, 3075
622, 17, 3079
623, 18, 3086
624, 27, 3089
625, 13, 3094
626, 22, 3095
627, 18, 3098
628, 27, 3103
629, 21, 3111
630, 22, 3116
631, 20, 3121
632, 20, 3130
633, 25, 3130
634, 23, 3137
635, 15, 3142
636, 20, 3145
637, 22, 3152
638, 20, 3156
639, 22, 3157
640, 24, 3158
641, 18, 3160
642, 19, 3163
643, 21, 3170
644, 24, 3174
645, 22, 3180
646, 19, 3183
647, 23, 3188
648, 17, 3193
649, 18, 3201
650, 26, 3206
651, 19, 3212
652, 16, 3217
653, 23, 3226
654, 18, 3230
655, 20, 3240
656, 12, 3243
657, 26, 3248
658, 18, 3251
659, 19, 3253
660, 18, 3259
661, 22, 3262
662, 18, 3266
663, 19, 3272
664, 21, 3273
665, 18, 3276
666, 22, 3280
667, 21, 3285
668, 22, 3290
669, 21, 3292
670, 19, 3297
671, 17, 3302
672, 23, 3306
673, 14, 3310
674, 25, 3314
675, 19, 3320
676, 19, 3327
677, 23, 3332
678, 20, 3341
679, 19, 3348
680, 23, 3354
681, 23, 3356
682, 25, 3364
683, 21, 3366
684, 25, 3373
685, 20, 3380
686, 26, 3383
687, 21, 3387
688, 23, 3390
689, 19, 3394
690, 15, 3397
691, 23, 3401
692, 20, 3408
693, 18, 3411
694, 23, 3415
695, 22, 3421
696, 20, 3423
697, 22, 3428
698, 22, 3432
699, 16, 3436
700, 20, 3442
701, 19, 3448
702, 21, 3454
703, 17, 3461
704, 21, 3466
705, 20, 3472
706, 20, 3476
707, 22, 3481
708, 20, 3488
709, 21, 3495
710, 19, 3503
711, 18, 3507
712, 17, 3509
713, 22, 3516
714, 16, 3517
715, 19, 3522
716, 20, 3524
717, 19, 3528
718, 19, 3531
719, 23, 3536
720, 19, 3544
721, 24, 3552
722, 17, 3555
723, 20, 3559
724, 26, 3568
725, 28, 3569
726, 21, 3573
727, 18, 3581
728, 16, 3589
729, 24, 3598
730, 21, 3604
731, 16, 3607
732, 20, 3614
733, 19, 3618
734, 21, 3621
735, 23, 3622
736, 18, 3629
737, 25, 3631
738, 20, 3634
739, 22, 3639
740, 27, 3641
741, 15, 3643
742, 22, 3652
743, 26, 3658
744, 25, 3669
745, 22, 3672
746, 17, 3676
747, 15, 3686
748, 22, 3690
749, 17, 3698
750, 18, 3701
751, 17, 3707
752, 26, 3713
753, 18, 3719
754, 19, 3723
755, 21, 3726
756, 26, 3731
757, 20, 3735
758, 25, 3740
759, 20, 3748
760, 24, 3751
761, 21, 3757
762, 22, 3760
763, 24, 3765
764, 23, 3774
765, 19, 3779
766, 20, 3784
767, 19, 3792
768, 18, 3795
769, 21, 3796
770, 19, 3799
771, 21, 3802
772, 20, 3805
773, 17, 3806
774, 24, 3812
775, 21, 3814
776, 23, 3819
777, 17, 3823
778, 20, 3833
779, 20, 3835
780, 24, 3841
781, 16, 3844
782, 22, 3851
783, 22, 3859
784, 18, 3862
785, 22, 3873
786, 18, 3875
787, 24, 3881
788, 24, 3885
789, 21, 3892
790, 18, 3894
791, 18, 3902
792, 24, 3909
793, 19, 3914
794, 28, 3922
795, 21, 3928
796, 23, 3937
797, 21, 3940
798, 17, 3945
799, 21, 3953
800, 23, 3954
801, 21, 3960
802, 21, 3962
803, 23, 3966
804, 25, 3972
805, 18, 3979
806, 17, 3988
807, 24, 3990
808, 18, 3992
809, 24, 3996
810, 20, 4001
811, 20, 4005
812, 21, 4010
813, 23, 4016
814, 22, 4020
815, 16, 4024
816, 20, 4028
817, 23, 4034
818, 25, 4041
819, 17, 4048
820, 25, 4053
821, 13, 4058
822, 17, 4065
823, 27, 4069
824, 16, 4073
825, 20, 4081
826, 16, 4085
827, 20, 4092
828, 19, 4099
829, 17, 4101
830, 21, 4102
831, 24, 4110
832, 28, 4115
833, 22, 4117
834, 26, 4122
835, 20, 4124
836, 21, 4132
837, 24, 4140
838, 21, 4144
839, 14, 4150
840, 22, 4156
841, 19, 4160
842, 24, 4162
843, 21, 4165
844, 21, 4170
845, 16, 4178
846, 29, 4186
847, 24, 4194
848, 24, 4200
849, 23, 4204
850, 18, 4210
851, 22, 4216
852, 23, 4225
853, 18, 4234
854, 21, 4236
855, 25, 4237
856, 21, 4241
857, 19, 4248
858, 25, 4253
859, 20, 4261
860, 22, 4266
861, 19, 4267
862, 20, 4273
863, 25, 4276
864, 16, 4278
865, 19, 4282
866, 23, 4291
867, 23, 4294
868, 21, 4297
869, 25, 4304
870, 22, 4309
871, 16, 4315
872, 20, 4321
873, 22, 4326
874, 15, 4334
875, 24, 4336
876, 23, 4342
877, 21, 4347
878, 19, 4349
879, 20, 4353
880, 26, 4361
881, 24, 4368
882, 21, 4370
883, 22, 4374
884, 21, 4380
885, 17, 4385
886, 22, 4392
887, 17, 4393
888, 26, 4396
889, 23, 4401
890, 21, 4408
891, 22, 4412
892, 21, 4416
893, 20, 4421
894, 19, 4425
895, 19, 4431
896, 18, 4436
897, 21, 4438
898, 18, 4440
899, 23, 4442
900, 21, 4448
901, 19, 4453
902, 26, 4456
903, 21, 4459
904, 18, 4465
905, 21, 4469
906, 18, 4475
907, 19, 4479
908, 28, 4483
909, 18, 4488
910, 15, 4492
911, 24, 4500
912, 17, 4507
913, 21, 4510
914, 21, 4520
915, 18, 4527
916, 20, 4533
917, 25, 4537
918, 23, 4542
919, 23, 4548
920, 21, 4551
921, 18, 4556
922, 21, 4563
923, 24, 4568
924, 22, 4574
925, 19, 4585
926, 21, 4590
927, 17, 4592
928, 24, 4597
929, 23, 4603
930, 22, 4608
931, 17, 4610
932, 21, 4616
933, 22, 4625
934, 24, 4627
935, 18, 4634
936, 19, 4637
937, 20, 4643
938, 19, 4649
939, 17, 4654
940, 25, 4656
941, 18, 4657
942, 22, 4665
943, 24, 4673
944, 18, 4678
945, 19, 4684
946, 21, 4692
947, 26, 4695
948, 21, 4700
949, 20, 4703
950, 18, 4708
951, 21, 4713
952, 17, 4720
953, 17, 4722
954, 20, 4731
955, 25, 4734
956, 20, 4738
957, 24, 4743
958, 20, 4748
959, 21, 4754
960, 17, 4760
961, 21, 4766
962, 18, 4769
963, 21, 4771
964, 16, 4778
965, 25, 4784
966, 21, 4789
967, 19, 4792
968, 18, 4795
969, 22, 4802
970, 19, 4806
971, 21, 4810
972, 19, 4813
973, 24, 4817
974, 25, 4822
975, 22, 4825
976, 21, 4828
977, 24, 4834
978, 19, 4840
979, 20, 4846
980, 19, 4851
981, 19, 4854
982, 23, 4861
983, 21, 4868
984, 15, 4872
985, 21, 4879
986, 17, 4882
987, 16, 4891
988, 22, 4896
989, 24, 4899
990, 20, 4902
991, 21, 4905
992, 22, 4907
993, 13, 4914
994, 25, 4922
995, 25, 4930
996, 21, 4932
997, 18, 4937
998, 21, 4941
999, 20, 4945
